image_id,split,label,EAR,MAR,Circularity,MOE
train_7941,train,drowsy,0.2768,0.7959,0.4427,2.8753
train_7307,train,drowsy,0.1378,0.9279,0.3449,6.7339
train_9318,train,drowsy,0.333,0.7191,0.4754,2.1591
train_3276,train,drowsy,0.3471,0.8007,0.4833,2.3069
train_3648,train,drowsy,0.3132,0.8526,0.4561,2.7222
train_6984,train,drowsy,0.2995,0.8673,0.4981,2.8956
train_1975,train,drowsy,0.1238,1.0648,0.33,8.6039
train_6884,train,drowsy,0.3389,0.6967,0.4769,2.0555
train_5071,train,drowsy,0.161,0.9002,0.3814,5.5901
train_2246,train,drowsy,0.1505,1.2519,0.3866,8.3204
train_9562,train,drowsy,0.304,0.655,0.4798,2.1548
train_9815,train,drowsy,0.2679,0.8079,0.4077,3.0157
train_5846,train,drowsy,0.1932,0.9734,0.4602,5.0383
train_8782,train,drowsy,0.3322,0.8379,0.5249,2.5225
train_163,train,drowsy,0.2139,1.0078,0.4662,4.7117
train_9566,train,drowsy,0.1804,0.8446,0.43,4.6815
train_4516,train,drowsy,0.3215,0.8561,0.5088,2.6624
train_8782,train,drowsy,0.3322,0.8379,0.5249,2.5225
train_6755,train,drowsy,0.1443,0.961,0.3443,6.6583
train_7397,train,drowsy,0.337,1.133,0.4918,3.3615
train_7573,train,drowsy,0.3532,1.0849,0.5667,3.0718
train_8855,train,drowsy,0.3045,0.7695,0.4709,2.527
train_8013,train,drowsy,0.4929,0.7273,0.5811,1.4756
train_528,train,drowsy,0.3205,0.7845,0.471,2.4481
train_9324,train,drowsy,0.3014,0.7849,0.4526,2.6037
train_597,train,drowsy,0.3226,0.6424,0.4679,1.9917
train_2792,train,drowsy,0.2582,0.9296,0.4469,3.5999
train_5683,train,drowsy,0.1769,0.8123,0.3555,4.5915
train_8497,train,drowsy,0.5687,0.697,0.4908,1.2256
train_2319,train,drowsy,0.3081,0.9055,0.4902,2.9392
train_9419,train,drowsy,0.5787,0.6969,0.6358,1.2043
train_5824,train,drowsy,0.483,0.7071,0.4679,1.4641
train_4032,train,drowsy,0.3045,0.876,0.4973,2.8773
train_7972,train,drowsy,0.2802,0.8781,0.4682,3.1336
train_4072,train,drowsy,0.3384,0.7471,0.4872,2.2077
train_3726,train,drowsy,0.2946,0.9309,0.4737,3.1599
train_1767,train,drowsy,0.2686,0.8784,0.455,3.2696
train_5623,train,drowsy,0.2772,0.8527,0.4599,3.0759
train_8728,train,drowsy,0.3518,0.666,0.5047,1.8927
train_6950,train,drowsy,0.3263,0.6625,0.479,2.0305
train_2116,train,drowsy,0.2771,0.8495,0.4576,3.0658
train_9571,train,drowsy,0.2618,0.7657,0.427,2.9246
train_5971,train,drowsy,0.2447,0.8294,0.4213,3.3894
train_8230,train,drowsy,0.2929,0.8659,0.4588,2.956
train_5527,train,drowsy,0.3035,0.6754,0.4549,2.2253
train_4795,train,drowsy,0.2198,0.7972,0.4077,3.6279
train_9676,train,drowsy,0.2194,0.8507,0.4154,3.8771
train_3659,train,drowsy,0.311,0.6888,0.4632,2.2146
train_4613,train,drowsy,0.2907,0.9388,0.481,3.229
train_3227,train,drowsy,0.3032,0.9122,0.4845,3.0086
train_3991,train,drowsy,0.166,0.9461,0.3609,5.701
train_5105,train,drowsy,0.3088,0.7971,0.487,2.5813
train_4043,train,drowsy,0.3469,0.8491,0.5593,2.4479
train_6924,train,drowsy,0.2273,0.7213,0.4167,3.1738
train_7602,train,drowsy,0.2999,0.703,0.4821,2.3438
train_171,train,drowsy,0.276,0.5943,0.4652,2.1534
train_810,train,drowsy,0.2794,0.7666,0.4731,2.7436
train_8444,train,drowsy,0.2909,0.5751,0.4825,1.977
train_3047,train,drowsy,0.2091,0.7115,0.4098,3.4034
train_9756,train,drowsy,0.2352,0.9113,0.4344,3.8739
train_785,train,drowsy,0.4209,0.9067,0.6382,2.1541
train_1799,train,drowsy,0.3304,0.8039,0.5241,2.4329
train_6711,train,drowsy,0.3265,0.7721,0.5125,2.3647
train_2935,train,drowsy,0.3008,0.8219,0.5775,2.7324
train_5926,train,drowsy,0.3095,0.8157,0.4814,2.6353
train_5926,train,drowsy,0.3095,0.8157,0.4814,2.6353
train_8856,train,drowsy,0.3218,0.8473,0.4916,2.633
train_6947,train,drowsy,0.2825,0.6472,0.4566,2.2909
train_6217,train,drowsy,0.2654,0.8342,0.4347,3.1432
train_7238,train,drowsy,0.2194,0.8888,0.4214,4.0519
train_3258,train,drowsy,0.2823,0.6609,0.4266,2.3412
train_2803,train,drowsy,0.4542,0.9756,0.6652,2.1481
train_5693,train,drowsy,0.113,0.8106,0.3845,7.1758
train_4490,train,drowsy,0.3063,0.563,0.4665,1.8378
train_6878,train,drowsy,0.2984,1.0244,0.4988,3.433
train_2258,train,drowsy,0.2608,0.6967,0.43,2.6713
train_6451,train,drowsy,0.2776,0.6778,0.4275,2.4415
train_6098,train,drowsy,0.2974,0.648,0.4657,2.1786
train_8025,train,drowsy,0.4642,1.3082,0.6335,2.8181
train_4000,train,drowsy,0.2674,0.6364,0.4203,2.3799
train_8237,train,drowsy,0.2311,0.7855,0.3615,3.3996
train_9669,train,drowsy,0.1425,0.8851,0.3712,6.2126
train_8700,train,drowsy,0.1579,0.8259,0.3459,5.229
train_4666,train,drowsy,0.1472,0.8947,0.3607,6.0795
train_9532,train,drowsy,0.4022,1.12,0.6286,2.7848
train_3271,train,drowsy,0.2846,0.5655,0.4457,1.9872
train_4900,train,drowsy,0.2852,0.6403,0.437,2.245
train_3472,train,drowsy,0.2581,0.6666,0.4457,2.5825
train_7243,train,drowsy,0.2405,0.5166,0.4169,2.148
train_9605,train,drowsy,0.42,0.9478,0.6428,2.2564
train_3045,train,drowsy,0.2579,0.6379,0.4362,2.4736
train_7738,train,drowsy,0.2454,0.5745,0.4084,2.3412
train_3018,train,drowsy,0.2362,0.5975,0.4081,2.5289
train_1449,train,drowsy,0.2251,0.5869,0.4012,2.607
train_3802,train,drowsy,0.1202,0.8398,0.3443,6.9863
train_6838,train,drowsy,0.372,0.7005,0.5888,1.8832
train_4204,train,drowsy,0.2086,0.4718,0.386,2.2615
train_5705,train,drowsy,0.237,0.6733,0.4178,2.8406
train_4901,train,drowsy,0.1299,0.5064,0.3687,3.8988
train_5380,train,drowsy,0.352,0.7952,0.5624,2.2591
train_5099,train,drowsy,0.1161,0.4595,0.355,3.9596
train_2094,train,drowsy,0.2457,0.6306,0.4195,2.5663
train_8310,train,drowsy,0.221,0.576,0.3949,2.6066
train_8907,train,drowsy,0.2289,0.5737,0.3976,2.5068
train_8594,train,drowsy,0.2344,0.6095,0.3985,2.5997
train_2912,train,drowsy,0.1975,0.7328,0.3628,3.7113
train_5460,train,drowsy,0.1961,0.7118,0.3696,3.6296
train_1326,train,drowsy,0.3254,0.8806,0.5217,2.7057
train_1273,train,drowsy,0.3332,0.888,0.5261,2.6649
train_527,train,drowsy,0.3332,0.8768,0.5342,2.6316
train_527,train,drowsy,0.3332,0.8768,0.5342,2.6316
train_1273,train,drowsy,0.3332,0.888,0.5261,2.6649
train_1493,train,drowsy,0.2533,0.6241,0.406,2.4637
train_3567,train,drowsy,0.2237,0.7964,0.3944,3.5598
train_4450,train,drowsy,0.2198,0.6704,0.4139,3.0497
train_9996,train,drowsy,0.2358,0.5838,0.4158,2.4759
train_4241,train,drowsy,0.2295,0.6105,0.4021,2.6596
train_9165,train,drowsy,0.2088,0.6939,0.387,3.3235
train_6052,train,drowsy,0.2949,0.9872,0.51,3.348
train_4885,train,drowsy,0.2283,0.7187,0.3949,3.148
train_1861,train,drowsy,0.2953,0.9873,0.5099,3.343
train_5421,train,drowsy,0.4891,1.0699,0.6728,2.1876
train_2506,train,drowsy,0.1941,0.5559,0.4019,2.8641
train_1820,train,drowsy,0.1945,0.5509,0.402,2.8321
train_7494,train,drowsy,0.1867,0.5164,0.393,2.7657
train_7446,train,drowsy,0.4281,0.8227,0.6516,1.9219
train_4297,train,drowsy,0.2164,0.5769,0.4113,2.666
train_1920,train,drowsy,0.2053,0.6115,0.3966,2.9787
train_2586,train,drowsy,0.1857,0.6177,0.3774,3.3262
train_6921,train,drowsy,0.2053,0.6274,0.3758,3.0554
train_9119,train,drowsy,0.212,0.6214,0.4143,2.9304
train_402,train,drowsy,0.1611,0.8511,0.3158,5.2818
train_9275,train,drowsy,0.1761,0.8336,0.2992,4.7323
train_8431,train,drowsy,0.1957,0.5382,0.3787,2.7505
train_6479,train,drowsy,0.2504,0.8837,0.4182,3.5288
train_7290,train,drowsy,0.1304,0.4996,0.3734,3.8306
train_9651,train,drowsy,0.1604,0.563,0.335,3.51
train_7213,train,drowsy,0.2023,0.5787,0.395,2.8598
train_2648,train,drowsy,0.2057,0.592,0.3942,2.878
train_9140,train,drowsy,0.1803,0.6798,0.3818,3.7706
train_9346,train,drowsy,0.1743,0.5926,0.3118,3.4003
train_523,train,drowsy,0.1717,0.6877,0.3739,4.0059
train_6764,train,drowsy,0.3,1.2827,0.522,4.2762
train_2163,train,drowsy,0.3398,1.2557,0.5583,3.6953
train_1244,train,drowsy,0.2773,0.8252,0.5139,2.9756
train_8516,train,drowsy,0.2803,0.7959,0.5153,2.8393
train_194,train,drowsy,0.3042,0.8608,0.534,2.83
train_2426,train,drowsy,0.201,0.7083,0.3736,3.5241
train_8655,train,drowsy,0.2752,0.7896,0.4758,2.8691
train_3144,train,drowsy,0.2892,0.7646,0.4869,2.6438
train_7696,train,drowsy,0.1147,0.5933,0.3647,5.1702
train_6387,train,drowsy,0.2658,0.7554,0.4732,2.8421
train_8232,train,drowsy,0.1931,0.6742,0.3856,3.4917
train_4436,train,drowsy,0.183,0.811,0.3289,4.4322
train_9572,train,drowsy,0.3465,0.7173,0.5575,2.07
train_4266,train,drowsy,0.3542,0.8296,0.5272,2.3421
train_3331,train,drowsy,0.1634,0.6461,0.3631,3.953
train_5207,train,drowsy,0.3359,0.8213,0.5212,2.4454
train_1409,train,drowsy,0.2085,0.6612,0.4229,3.1709
train_1998,train,drowsy,0.1668,0.5706,0.3637,3.4208
train_583,train,drowsy,0.183,0.5242,0.3791,2.8643
train_7181,train,drowsy,0.3189,0.9015,0.5124,2.8266
train_9969,train,drowsy,0.3141,0.9008,0.5106,2.8674
train_3678,train,drowsy,0.3288,0.736,0.5325,2.2385
train_3833,train,drowsy,0.1647,0.6616,0.3842,4.0172
train_4965,train,drowsy,0.0944,0.9249,0.2971,9.7991
train_5083,train,drowsy,0.1668,0.6781,0.3753,4.0647
train_8564,train,drowsy,0.2345,1.0131,0.4267,4.3206
train_7803,train,drowsy,0.0834,0.9333,0.2948,11.1881
train_3360,train,drowsy,0.3074,0.816,0.4999,2.6543
train_4052,train,drowsy,0.2044,0.6929,0.3722,3.39
train_4052,train,drowsy,0.2044,0.6929,0.3722,3.39
train_1604,train,drowsy,0.1744,0.5941,0.3545,3.4065
train_5117,train,drowsy,0.1745,0.5907,0.3616,3.3848
train_901,train,drowsy,0.1617,0.5739,0.3564,3.5493
train_4164,train,drowsy,0.3772,1.0003,0.5973,2.6517
train_9293,train,drowsy,0.1827,0.6678,0.3803,3.6542
train_5707,train,drowsy,0.4059,1.0516,0.5897,2.5908
train_972,train,drowsy,0.1256,0.6965,0.3547,5.5439
train_8762,train,drowsy,0.3796,0.9521,0.5986,2.5081
train_7668,train,drowsy,0.3979,0.7983,0.591,2.0066
train_5675,train,drowsy,0.396,0.8066,0.5908,2.037
train_7551,train,drowsy,0.4216,0.7378,0.6364,1.7502
train_966,train,drowsy,0.1462,0.6099,0.3538,4.1704
train_6684,train,drowsy,0.1777,0.5101,0.2882,2.8699
train_7133,train,drowsy,0.3973,0.8043,0.6081,2.0246
train_8355,train,drowsy,0.1765,0.659,0.4027,3.7346
train_8564,train,drowsy,0.1872,0.6781,0.4095,3.622
train_7559,train,drowsy,0.1801,0.7176,0.388,3.984
train_3514,train,drowsy,0.1553,0.5876,0.3837,3.7845
train_6381,train,drowsy,0.2416,0.81,0.4715,3.3518
train_1776,train,drowsy,0.1935,0.6968,0.3136,3.6021
train_29,train,drowsy,0.1801,0.6443,0.391,3.5766
train_7994,train,drowsy,0.2467,0.9644,0.4521,3.9101
train_3448,train,drowsy,0.1583,0.9145,0.492,5.7767
train_3263,train,drowsy,0.1791,0.7028,0.3653,3.9241
train_9239,train,drowsy,0.1372,0.7503,0.3472,5.4676
train_5257,train,drowsy,0.1909,0.8589,0.4448,4.4996
train_8690,train,drowsy,0.2209,0.8816,0.459,3.9916
train_9897,train,drowsy,0.2411,0.8715,0.4703,3.6149
train_1384,train,drowsy,0.2006,0.8144,0.4618,4.0591
train_9897,train,drowsy,0.2411,0.8715,0.4703,3.6149
train_3098,train,drowsy,0.1891,0.8579,0.4554,4.5357
train_9897,train,drowsy,0.2411,0.8715,0.4703,3.6149
train_9897,train,drowsy,0.2411,0.8715,0.4703,3.6149
train_5948,train,drowsy,0.2512,0.9432,0.4577,3.7551
train_6002,train,drowsy,0.2757,0.9051,0.5218,3.2825
train_6918,train,drowsy,0.2522,0.9345,0.4715,3.7057
train_2428,train,drowsy,0.3152,1.1863,0.5071,3.7642
train_2790,train,drowsy,0.3155,0.8885,0.5246,2.8165
train_143,train,drowsy,0.2658,0.8691,0.4643,3.269
train_7106,train,drowsy,0.2144,0.867,0.4304,4.0444
train_5932,train,drowsy,0.2179,0.8381,0.428,3.847
train_5203,train,drowsy,0.4704,1.283,0.6202,2.7277
train_9635,train,drowsy,0.4368,0.9936,0.6535,2.2745
train_2922,train,drowsy,0.2958,1.1148,0.3475,3.7694
train_7329,train,drowsy,0.4782,1.2037,0.5533,2.5173
train_3554,train,drowsy,0.4097,1.3938,0.3537,3.402
train_5334,train,drowsy,0.3,1.1868,0.2682,3.9566
train_9818,train,drowsy,0.1004,0.7268,0.3621,7.2404
train_6805,train,drowsy,0.1919,1.0265,0.4254,5.3498
train_6965,train,drowsy,0.1715,0.7564,0.3757,4.4111
train_5955,train,drowsy,0.3382,1.0808,0.4714,3.1955
train_7420,train,drowsy,0.2427,0.8312,0.3768,3.4248
train_6782,train,drowsy,0.2401,0.7951,0.3686,3.3112
train_4542,train,drowsy,0.4084,0.9951,0.5757,2.4366
train_441,train,drowsy,0.418,0.9389,0.6133,2.246
train_2179,train,drowsy,0.3901,1.1178,0.5759,2.8658
train_36,train,drowsy,0.3974,0.6504,0.6167,1.6367
train_1626,train,drowsy,0.3669,0.6477,0.6176,1.7655
train_6538,train,drowsy,0.3535,0.6107,0.5548,1.7276
train_447,train,drowsy,0.2828,0.7127,0.4305,2.5203
train_7542,train,drowsy,0.3069,0.778,0.4666,2.5347
train_7868,train,drowsy,0.3889,0.8519,0.6061,2.1905
train_1542,train,drowsy,0.1592,0.8829,0.3605,5.5458
train_7551,train,drowsy,0.3835,0.901,0.5648,2.3491
train_5057,train,drowsy,0.404,0.8791,0.6342,2.1762
train_4741,train,drowsy,0.3543,0.7921,0.471,2.2353
train_8305,train,drowsy,0.3477,0.8,0.4828,2.3005
train_1356,train,drowsy,0.3543,0.6437,0.5801,1.817
train_2731,train,drowsy,0.3981,0.7899,0.6328,1.9842
train_2731,train,drowsy,0.3981,0.7899,0.6328,1.9842
train_236,train,drowsy,0.3984,0.7904,0.632,1.9839
train_8754,train,drowsy,0.3938,0.8128,0.6137,2.064
train_8950,train,drowsy,0.338,1.0909,0.4383,3.2272
train_918,train,drowsy,0.4644,0.9502,0.6439,2.0459
train_7220,train,drowsy,0.3127,1.0803,0.5758,3.4542
train_6975,train,drowsy,0.3204,1.018,0.614,3.1778
train_6122,train,drowsy,0.4201,0.951,0.6216,2.2638
train_1578,train,drowsy,0.2204,0.8594,0.4823,3.8993
train_5247,train,drowsy,0.3303,0.6452,0.4543,1.9535
train_3887,train,drowsy,0.3305,0.6725,0.4532,2.0348
train_1872,train,drowsy,0.3804,0.5836,0.5185,1.5343
train_7972,train,drowsy,0.3947,1.3412,0.6382,3.3981
train_3215,train,drowsy,0.202,1.2392,0.4705,6.1354
train_5342,train,drowsy,0.2006,1.2417,0.4682,6.1896
train_3215,train,drowsy,0.202,1.2392,0.4705,6.1354
train_3686,train,drowsy,0.149,0.9623,0.3771,6.4586
train_4905,train,drowsy,0.3614,1.0356,0.5798,2.8653
train_1887,train,drowsy,0.2037,1.1146,0.4241,5.4715
train_2783,train,drowsy,0.1176,1.016,0.3715,8.6362
train_9543,train,drowsy,0.0738,1.1225,0.3595,15.2181
train_42,train,drowsy,0.3882,0.851,0.6045,2.1922
train_7868,train,drowsy,0.3889,0.8519,0.6061,2.1905
train_3691,train,drowsy,0.1537,0.8525,0.3771,5.5459
train_7836,train,drowsy,0.1493,0.8418,0.3748,5.6396
train_4071,train,drowsy,0.2256,1.0306,0.4607,4.5688
train_8667,train,drowsy,0.3457,1.0024,0.5506,2.9
train_9383,train,drowsy,0.2542,1.063,0.4509,4.1822
train_1478,train,drowsy,0.2578,1.1905,0.4665,4.6171
train_6792,train,drowsy,0.2386,1.2399,0.4431,5.196
train_8905,train,drowsy,0.2047,1.1322,0.4257,5.5317
train_6342,train,drowsy,0.0641,0.9791,0.3583,15.2761
train_8247,train,drowsy,0.0885,0.9635,0.3621,10.8821
train_973,train,drowsy,0.0725,1.0544,0.3357,14.5505
train_268,train,drowsy,0.3091,1.1023,0.5773,3.5664
train_7434,train,drowsy,0.2065,1.1373,0.4134,5.5089
train_8039,train,drowsy,0.3653,0.8798,0.6089,2.4081
train_3415,train,drowsy,0.2208,0.9816,0.4589,4.4459
train_6032,train,drowsy,0.3622,1.0547,0.5994,2.912
train_950,train,drowsy,0.3984,0.8211,0.601,2.0613
train_4621,train,drowsy,0.3976,0.8228,0.6007,2.0697
train_5757,train,drowsy,0.3927,0.7963,0.5916,2.0276
train_950,train,drowsy,0.3984,0.8211,0.601,2.0613
train_7730,train,drowsy,0.4239,1.0159,0.6299,2.3966
train_9988,train,drowsy,0.4159,0.942,0.5369,2.2651
train_9337,train,drowsy,0.3297,0.9769,0.5228,2.9629
train_9127,train,drowsy,0.366,0.9533,0.4669,2.6048
train_9090,train,drowsy,0.2941,1.2559,0.5311,4.27
train_6206,train,drowsy,0.1632,0.9173,0.4115,5.6214
train_9232,train,drowsy,0.1676,0.8947,0.4164,5.3368
train_1256,train,drowsy,0.0917,0.9304,0.3749,10.1508
train_8683,train,drowsy,0.3878,0.9799,0.6193,2.5269
train_4773,train,drowsy,0.3817,0.9241,0.6131,2.4214
train_538,train,drowsy,0.3359,0.9828,0.6074,2.9259
train_4020,train,drowsy,0.381,1.0212,0.6299,2.6802
train_226,train,drowsy,0.3985,0.9887,0.558,2.4809
train_931,train,drowsy,0.3739,0.8508,0.5513,2.2756
train_931,train,drowsy,0.3739,0.8508,0.5513,2.2756
train_3842,train,drowsy,0.131,0.9883,0.3612,7.5444
train_1922,train,drowsy,0.3664,0.9612,0.6031,2.6232
train_4218,train,drowsy,0.3468,0.9704,0.59,2.7981
train_6545,train,drowsy,0.3636,1.1702,0.5432,3.2183
train_5996,train,drowsy,0.2488,0.7916,0.3954,3.1812
train_4879,train,drowsy,0.3295,0.9935,0.5593,3.0151
train_3919,train,drowsy,0.3361,1.0483,0.5688,3.1194
train_4618,train,drowsy,0.3247,1.0903,0.569,3.3578
train_6359,train,drowsy,0.3775,0.8965,0.6148,2.375
train_439,train,drowsy,0.3615,0.9196,0.5919,2.544
train_3672,train,drowsy,0.3103,0.9198,0.5385,2.9642
train_4251,train,drowsy,0.3507,0.942,0.5265,2.6863
train_1104,train,drowsy,0.2275,0.9598,0.4307,4.2191
train_5094,train,drowsy,0.3927,1.0002,0.6188,2.5472
train_3471,train,drowsy,0.4012,1.0872,0.6018,2.71
train_5480,train,drowsy,0.2284,1.1785,0.4755,5.1598
train_4309,train,drowsy,0.4323,1.1932,0.6415,2.7605
train_6003,train,drowsy,0.3102,0.9351,0.5585,3.014
train_417,train,drowsy,0.3815,0.9902,0.5471,2.5952
train_7230,train,drowsy,0.4244,1.1809,0.6557,2.7823
train_7525,train,drowsy,0.3707,0.9703,0.5414,2.6178
train_7525,train,drowsy,0.3707,0.9703,0.5414,2.6178
train_2098,train,drowsy,0.4271,1.1342,0.6678,2.656
train_5440,train,drowsy,0.3921,0.9761,0.5693,2.4896
train_5628,train,drowsy,0.4038,1.0386,0.5809,2.572
train_6079,train,drowsy,0.2286,1.0151,0.4868,4.441
train_866,train,drowsy,0.242,0.9792,0.4954,4.0455
train_8207,train,drowsy,0.4025,0.9724,0.6096,2.416
train_6204,train,drowsy,0.3471,0.9932,0.5665,2.8618
train_2032,train,drowsy,0.3051,1.0616,0.5497,3.4793
train_4141,train,drowsy,0.3087,1.0605,0.5362,3.4356
train_3517,train,drowsy,0.3907,0.9883,0.614,2.5298
train_6484,train,drowsy,0.3558,0.9953,0.5968,2.7972
train_7672,train,drowsy,0.3299,0.8388,0.5716,2.5425
train_5459,train,drowsy,0.4047,0.9602,0.5924,2.3727
train_5081,train,drowsy,0.397,0.6015,0.5091,1.5152
train_1598,train,drowsy,0.3971,0.7193,0.5238,1.8113
train_7467,train,drowsy,0.3206,1.0002,0.5236,3.1196
train_9542,train,drowsy,0.3331,1.042,0.5585,3.1284
train_9792,train,drowsy,0.3212,1.2627,0.5351,3.9316
train_2287,train,drowsy,0.2865,0.8685,0.4924,3.0309
train_9589,train,drowsy,0.3161,1.0285,0.5068,3.2535
train_2575,train,drowsy,0.2919,1.0586,0.4855,3.627
train_1675,train,drowsy,0.2648,1.0889,0.4598,4.1121
train_275,train,drowsy,0.1357,1.0679,0.462,7.868
train_5191,train,drowsy,0.3172,0.8584,0.5164,2.7063
train_9785,train,drowsy,0.3524,0.8403,0.5384,2.3844
train_5191,train,drowsy,0.3172,0.8584,0.5164,2.7063
train_2790,train,drowsy,0.3284,0.8222,0.4838,2.5034
train_5805,train,drowsy,0.3338,0.7633,0.4903,2.2863
train_4021,train,drowsy,0.3377,0.8067,0.5042,2.3891
train_6556,train,drowsy,0.3319,0.6485,0.4792,1.9536
train_6676,train,drowsy,0.3154,0.6611,0.4687,2.0959
train_9134,train,drowsy,0.3534,0.79,0.5142,2.2355
train_4636,train,drowsy,0.3288,0.6481,0.4812,1.9707
train_1494,train,drowsy,0.3278,0.6236,0.4582,1.9025
train_5118,train,drowsy,0.3285,0.6202,0.4849,1.8881
train_5428,train,drowsy,0.3003,0.9531,0.5117,3.174
train_3158,train,drowsy,0.2881,0.8939,0.4466,3.1028
train_7767,train,drowsy,0.327,0.9959,0.522,3.0454
train_9709,train,drowsy,0.1454,0.8006,0.365,5.505
train_9299,train,drowsy,0.1487,0.6794,0.3771,4.57
train_2261,train,drowsy,0.3027,0.9101,0.485,3.0064
train_9786,train,drowsy,0.2757,0.9186,0.4394,3.3319
train_2473,train,drowsy,0.4292,0.7951,0.6101,1.8527
train_4248,train,drowsy,0.4132,0.8029,0.5931,1.9429
train_3411,train,drowsy,0.4236,0.7609,0.6003,1.7962
train_1288,train,drowsy,0.2431,0.9057,0.493,3.725
train_5838,train,drowsy,0.2411,0.8861,0.4472,3.6746
train_8307,train,drowsy,0.4728,0.9748,0.5892,2.0617
train_7001,train,drowsy,0.4395,1.0537,0.6109,2.3978
train_9426,train,drowsy,0.2976,1.0598,0.5075,3.5614
train_5532,train,drowsy,0.2401,0.9257,0.4773,3.855
train_4263,train,drowsy,0.4098,1.1515,0.4949,2.8098
train_1288,train,drowsy,0.2431,0.9057,0.493,3.725
train_7438,train,drowsy,0.4109,0.9534,0.5908,2.3203
train_7218,train,drowsy,0.4164,0.9434,0.6144,2.2658
train_1861,train,drowsy,0.2803,0.9502,0.5087,3.3901
train_1861,train,drowsy,0.2803,0.9502,0.5087,3.3901
train_9285,train,drowsy,0.2289,1.0457,0.5063,4.5683
train_6974,train,drowsy,0.3368,0.998,0.4946,2.9632
train_2696,train,drowsy,0.0942,1.1326,0.4587,12.0232
train_7379,train,drowsy,0.3133,1.0507,0.4987,3.354
train_6597,train,drowsy,0.3157,1.0366,0.5052,3.2831
train_3470,train,drowsy,0.1744,1.0118,0.4232,5.8029
train_5138,train,drowsy,0.1397,1.0563,0.3908,7.56
train_7706,train,drowsy,0.2101,1.0385,0.4009,4.9438
train_1295,train,drowsy,0.0953,0.8601,0.3924,9.029
train_2062,train,drowsy,0.0959,0.7697,0.3818,8.0299
train_1295,train,drowsy,0.0953,0.8601,0.3924,9.029
train_733,train,drowsy,0.3307,1.1345,0.4552,3.4303
train_7121,train,drowsy,0.0953,0.6287,0.3637,6.5984
train_5485,train,drowsy,0.4843,1.021,0.677,2.1083
train_698,train,drowsy,0.4635,1.0059,0.6122,2.1699
train_5641,train,drowsy,0.4008,0.8997,0.5849,2.2446
train_5602,train,drowsy,0.4499,0.9224,0.6265,2.0504
train_9618,train,drowsy,0.1208,0.7568,0.3788,6.2666
train_876,train,drowsy,0.1042,0.7658,0.3541,7.348
train_3980,train,drowsy,0.0907,0.8522,0.3833,9.4001
train_2132,train,drowsy,0.0904,0.6327,0.3638,7.0007
train_6405,train,drowsy,0.1499,0.7995,0.3488,5.3347
train_3495,train,drowsy,0.4078,0.8327,0.5414,2.0419
train_607,train,drowsy,0.3354,0.9727,0.581,2.9
train_9268,train,drowsy,0.364,1.03,0.5939,2.8301
train_216,train,drowsy,0.3235,1.0171,0.536,3.1442
train_2880,train,drowsy,0.3915,0.8563,0.5749,2.1871
train_3809,train,drowsy,0.0887,1.0359,0.3578,11.6826
train_8320,train,drowsy,0.0703,1.1341,0.3392,16.131
train_9319,train,drowsy,0.1013,1.0454,0.3644,10.3151
train_3133,train,drowsy,0.0695,1.1046,0.3417,15.885
train_3809,train,drowsy,0.0887,1.0359,0.3578,11.6826
train_7914,train,drowsy,0.4213,1.183,0.5782,2.8079
train_9645,train,drowsy,0.4384,0.9274,0.6116,2.1154
train_7812,train,drowsy,0.0649,1.1134,0.3556,17.1606
train_733,train,drowsy,0.2456,1.0458,0.5272,4.2575
train_9217,train,drowsy,0.4027,0.9531,0.6123,2.3668
train_3933,train,drowsy,0.0932,1.164,0.3898,12.4823
train_1991,train,drowsy,0.1305,1.247,0.4201,9.5558
train_7812,train,drowsy,0.0649,1.1134,0.3556,17.1606
train_8428,train,drowsy,0.0762,1.1452,0.3654,15.0385
train_7812,train,drowsy,0.0649,1.1134,0.3556,17.1606
train_9452,train,drowsy,0.3471,1.243,0.5371,3.5808
train_2250,train,drowsy,0.3189,1.2593,0.5436,3.9489
train_5910,train,drowsy,0.1401,1.2339,0.3887,8.8045
train_7846,train,drowsy,0.119,1.2629,0.3836,10.6159
train_5910,train,drowsy,0.1401,1.2339,0.3887,8.8045
train_2439,train,drowsy,0.1538,1.1588,0.4388,7.5321
train_2404,train,drowsy,0.3607,0.7116,0.6016,1.9731
train_1906,train,drowsy,0.2627,1.2801,0.4714,4.8726
train_7980,train,drowsy,0.2643,1.2744,0.4727,4.8225
train_1906,train,drowsy,0.2627,1.2801,0.4714,4.8726
train_5169,train,drowsy,0.3967,1.2203,0.6036,3.0757
train_757,train,drowsy,0.355,1.1827,0.5486,3.3316
